REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA00079240	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Serqueux	Champagne-Ardenne	52	Serqueux	52470	Maison Baude		Propriété d'une personne privée		Banc monolithe, perron et descente de cave : inscription par arrêté du 9 octobre 1942	1942/10/09 : inscrit MH		18e siècle	
PA00079239	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Serqueux	Champagne-Ardenne	52	Serqueux	52470	Eglise Saint-Blaise		Propriété de la commune		Eglise Saint-Blaise (cad. E 195) : inscription par arrêté du 9 novembre 1988	1988/11/09 : inscrit MH		12e siècle ; 14e siècle ; 18e siècle	
PA00079238	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Savigny	Champagne-Ardenne	52	Savigny	52467	Croix du 18s du cimetière		Propriété de la commune		Croix du 18s : inscription par arrêté du 1er février 1929	1929/02/01 : inscrit MH		18e siècle	
PA00079237	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Sarrey	Champagne-Ardenne	52	Sarrey	52461	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 10 octobre 1927	1927/10/10 : inscrit MH		12e siècle	
PA00079236	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Sarrey	Champagne-Ardenne	52	Sarrey	52461	Croix du 16s située dans le cimetière		Propriété de la commune		Croix du 16s : inscription par arrêté du 10 octobre 1927	1927/10/10 : inscrit MH		14e siècle	
PA00079235	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Urbain-Maconcourt	Champagne-Ardenne	52	Saint-Urbain-Maconcourt	52456	Abbaye de Saint-Urbain		Propriété d'une personne privée		Deux façades et toiture du logis des dames ; la porterie d'entrée du 15s : inscription par arrêté du 15 septembre 1947	1947/09/15 : inscrit MH			
PA00079234	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Thiébault	Champagne-Ardenne	52	Saint-Thiébault	52455	Eglise		Propriété de la commune		Portail du 12s : inscription par arrêté du 7 décembre 1925	1925/12/07 : inscrit MH			
PA00079233	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Martin-lès-Langres	Champagne-Ardenne	52	Saint-Martin-lès-Langres	52452	Croix Renaissance située sur la route à l'entrée nord du village		Propriété de la commune		Croix Renaissance : inscription par arrêté du 16 juin 1926	1926/06/16 : inscrit MH		15e siècle	
PA00079232	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saints-Geosmes	Champagne-Ardenne	52	Saints-Geosmes	52449	Eglise des Trois-Jumeaux		propriété de la commune		Crypte : classement par arrêté du 7 septembre 1892 - Reste de l'église : classement par arrêté du 9 juillet 1909	1892/09/07 : classé MH ; 1909/07/09 : classé MH			
PA00079231	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Ancien monastère des Dames de l'Assomption, englobé actuellement dans le centre hospitalier	Godard-Jeanson (rue)	propriété d'un établissement public		La chapelle en totalité (cad. CP 84) : inscription par arrêté du 2 mars 1981	1981/03/02 : inscrit MH	Fisbalq Hubert (maître de l'oeuvre)	3e quart 19e siècle	
PA00079230	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Maison Mougeot	Victoire (rue de la) 19	Propriété d'une société privée		Maison Mougeot avec ses ailes en retour (sauf construction prolongeant aile sud) (cad. BS 106) : inscription par arrêté du 12 mai 1989	1989/05/12 : inscrit MH		3e quart 18e siècle	
PA00079229	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Maison du «Petit-Paris»	République (avenue de la) 476-478	Propriété d'une personne privée		Maison du «Petit-Paris» (cad. BL 4) : inscription par arrêté du 24 avril 1984	1984/04/24 : inscrit MH		3e quart 20e siècle	
PA00079228	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Maison	Emile-Giros (rue) 31	Propriété d'une personne privée		Façade et toiture à l'exclusion de son retour sur la rue des Pressoirs (cad. BV 33) : inscription par arrêté du 3 février 1971	1971/02/03 : inscrit MH			
PA00079227	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Maison en pans de bois	Catel (rue) ; Emile-Giros (rue)	Propriété d'une personne privée		Maison en pans de bois : classement par arrêté du 17 août 1945	1945/08/17 : classé MH		15e siècle	
PA00079226	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Eglise de la Noue		Propriété de la commune		Eglise de la Noue : inscription par arrêté du 7 décembre 1925	1925/12/07 : inscrit MH		17e siècle	
PA00079225	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Eglise d'Hoericourt (vestiges)		Propriété de la commune		Eglise d'Hoericourt (vestiges) : inscription par arrêté du 25 septembre 1925	1925/09/25 : inscrit MH		4e quart 12e siècle ; 1er quart 13e siècle	
PA00079224	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Eglise de Gigny		Propriété de la commune		Portail (cad. BX 230) : inscription par arrêté du 1er juillet 1974	1974/07/01 : inscrit MH			
PA00079223	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Dizier	Champagne-Ardenne	52	Saint-Dizier	52448	Eglise Notre-Dame		Propriété de la commune	Affecté au clergé	Eglise Notre-Dame (cad. BW 62) : inscription par arrêté du 19 novembre 1990	1990/11/19 : inscrit MH	JOYEUSE Nicolas François (maître de l'oeuvre)	13e siècle ; 4e quart 18e siècle	
PA00079222	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Ciergues	Champagne-Ardenne	52	Saint-Ciergues	52447	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 7 décembre 1925	1925/12/07 : inscrit MH		13e siècle ; 17e siècle	
PA00079221	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Broingt-les-Fosses	Champagne-Ardenne	52	Saint-Broingt-les-Fosses	52446	Croix du 15s située à 600 mètres au sud ouest du bourg		Propriété de la commune		Croix du 15s : inscription par arrêté du 23 décembre 1925	1925/12/23 : inscrit MH		15e siècle	
PA00079220	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Broingt-les-Fosses	Champagne-Ardenne	52	Saint-Broingt-les-Fosses	52446	Croix au carrefour des routes de Leuchey et de Prangey		Propriété de la commune		Croix : inscription par arrêté du 7 décembre 1925	1925/12/07 : inscrit MH			
PA00079219	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Broingt-les-Fosses	Champagne-Ardenne	52	Saint-Broingt-les-Fosses	52446	Chapelle de Suxy (ancienne)				Chapelle de Suxy (ancienne) : inscription par arrêté du 18 septembre 1926	1926/09/18 : inscrit MH			
PA00079218	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Blin	Champagne-Ardenne	52	Saint-Blin	52444	Eglise de Semilly		Propriété de la commune		Eglise de Semilly : inscription par arrêté du 13 juillet 1926	1926/07/13 : inscrit MH		12e siècle ; 15e siècle	
PA00079217	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Saint-Blin	Champagne-Ardenne	52	Saint-Blin	52444	Croix du 16s au croisement de deux routes	Route de Chaumont à Neufchâteau ; chemin du Bois-des-Haiseaux à Saint-Blin	Propriété de la commune		Croix du 16s : inscription par arrêté du 10 avril 1929	1929/04/10 : inscrit MH		16e siècle	
PA00079216	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rouvres-sur-Aube	Champagne-Ardenne	52	Rouvres-sur-Aube	52439	Eglise d'Arbot		Propriété de la commune		Eglise d'Arbot : classement par arrêté du 10 septembre 1913	1913/09/10 : classé MH		13e siècle	
PA00079215	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rouvres-sur-Aube	Champagne-Ardenne	52	Rouvres-sur-Aube	52439	Croix Renaissance du cimetière		Propriété de la commune		Croix Renaissance : inscription par arrêté du 23 décembre 1925	1925/12/23 : inscrit MH		Temps Modernes	
PA00079214	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rougeux	Champagne-Ardenne	52	Rougeux	52438	Croix du 17s dans le cimetière		Propriété de la commune		Croix du 17s : inscription par arrêté du 1er février 1929	1929/02/01 : inscrit MH		17e siècle	
PA00079213	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Romain-sur-Meuse	Champagne-Ardenne	52	Romain-sur-Meuse	52433	Vieux-Château		Propriété d'une personne privée		Vieux-Château : inscription par arrêté du 7 décembre 1925	1925/12/07 : inscrit MH			
PA00079212	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rolampont	Champagne-Ardenne	52	Rolampont	52432	Pont dit "Pont Romain"		Propriété de la commune		Pont dit "Pont Romain" : inscription par arrêté du 1er février 1929	1929/02/01 : inscrit MH			
PA00079211	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rolampont	Champagne-Ardenne	52	Rolampont	52432	Eglise		propriété de la commune		L'église en totalité (cad. AB 356) : inscription par arrêté du 23 octobre 1980	1980/10/23 : inscrit MH		13e siècle ; 18e siècle	
PA00079210	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rolampont	Champagne-Ardenne	52	Rolampont	52432	Croix dite des Planches		Propriété de la commune		Croix dite des Planches : inscription par arrêté du 1er février 1929	1929/02/01 : inscrit MH		2e quart 16e siècle	
PA00079209	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rolampont	Champagne-Ardenne	52	Rolampont	52432	Croix située sur le chemin dit "de la Vierge" à Charmoilles		Propriété de la commune		Croix : inscription par arrêté du 16 juin 1926	1926/06/16 : inscrit MH			
PA00079208	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rolampont	Champagne-Ardenne	52	Rolampont	52432	Croix du 16s située à l'angle des routes conduisant à Dampierre et à Changey		Propriété de la commune		Croix du 16s : inscription par arrêté du 1er février 1929	1929/02/01 : inscrit MH		16e siècle	
PA00079207	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rolampont	Champagne-Ardenne	52	Rolampont	52432	Croix 16s située à l'ouest de l'église de Charmoilles		Propriété de la commune		Croix 16s : inscription par arrêté du 16 juin 1926	1926/06/16 : inscrit MH		16e siècle	
PA00079206	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rolampont	Champagne-Ardenne	52	Rolampont	52432	Croix du Champ-Cassier		Propriété de la commune		Croix du Champ-Cassier : inscription par arrêté du 6 novembre 1929	1929/11/06 : inscrit MH			
PA00079205	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rochetaillée	Champagne-Ardenne	52	Rochetaillée	52431	Eglise		Propriété de la commune		Eglise, à l'exception de sa nef : inscription par arrêté du 21 octobre 1925	1925/10/21 : inscrit MH		15e siècle	
PA00079204	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rochetaillée	Champagne-Ardenne	52	Rochetaillée	52431	Eglise de Chameroy		Propriété de la commune		Eglise de Chameroy : inscription par arrêté du 23 décembre 1925	1925/12/23 : inscrit MH		13e siècle ; 14e siècle	
PA00079203	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Robert-Magny-Laneuville-à-Rémy	Champagne-Ardenne	52	Robert-Magny-Laneuville-à-Rémy	52427	Eglise		Propriété de la commune		Eglise (cad. E 151) : inscription par arrêté du 2 juin 1986	1986/06/02 : inscrit MH		16e siècle ; 18e siècle	
PA00079202	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rivières-le-Bois	Champagne-Ardenne	52	Rivières-le-Bois	52424	Eglise		Propriété de la commune		Chapelle avec oculus et piscine du 16s : inscription par arrêté du 21 novembre 1925	1925/11/21 : inscrit MH			
PA00079201	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rivière-les-Fosses	Champagne-Ardenne	52	Rivière-les-Fosses	52425	Maison-forte		Propriété d'une personne privée		Maison-Forte : façades et toitures, y compris la galerie Troubadour ; escalier intérieur à vis ; grand salon et salle à manger du rez-de-chaussée et leurdécor (cad. AB 187) : inscription par arrêté du 5 mai 1972 ; Deux tours fortifiées ; chambre à alcôve du premier étage ; murs de soutènement des terrasses (cad. AB 187 à 191) : inscription par arrêté du 12 mai 1989	1972/05/05 : inscrit MH ; 1989/05/12 : inscrit MH		1ère moitié 16e siècle ; 17e siècle	
PA00079200	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rivière-les-Fosses	Champagne-Ardenne	52	Rivière-les-Fosses	52425	Croix de cimetière		Propriété de la commune		Croix de cimetière : classement par arrêté du 9 juillet 1909	1909/07/09 : classé MH		15e siècle	
PA00079199	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Richebourg	Champagne-Ardenne	52	Richebourg	52422	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 21 novembre 1925	1925/11/21 : inscrit MH			
PA00079198	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Reynel	Champagne-Ardenne	52	Reynel	52420	Porte de ville		Propriété de la commune		Porte de ville : inscription par arrêté du 21 novembre 1925	1925/11/21 : inscrit MH			
PA00079197	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Reynel	Champagne-Ardenne	52	Reynel	52420	Eglise		Propriété de la commune		Choeur : inscription par arrêté du 13 février 1928	1928/02/13 : inscrit MH		13e siècle	
PA00079196	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Rançonnières	Champagne-Ardenne	52	Rançonnières	52415	Croix du 15s située derrière l'église		Propriété de la commune		Croix du 15s : inscription par arrêté du 10 octobre 1927	1927/10/10 : inscrit MH		15e siècle	
PA00079195	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Puellemontier	Champagne-Ardenne	52	Puellemontier	52411	Eglise Notre-Dame-en-sa-Nativité		Propriété de la commune	Affecté au clergé	Eglise Notre-Dame-en-sa-Nativité (cad. C 71) : classement par arrêté du 12 juin 1992	1992/06/12 : classé MH		13e siècle ; 16e siècle ; 19e siècle	
PA00079194	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Puellemontier	Champagne-Ardenne	52	Puellemontier	52411	Croix de cimetière en pierre du 15s		Propriété de la commune		Croix de cimetière et Pietà qui se trouve en avant de cette croix : classement par arrêté du 9 juillet 1909	1909/07/09 : classé MH		15e siècle	
PA00079193	recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Val-de-Meuse	Champagne-Ardenne	52	Val-de-Meuse	52332	Eglise de Provenchères-sur-Meuse		propriété de la commune		L'église : inscription par arrêté du 21 novembre 1925	1925/11/21 : inscrit MH		15e siècle ; 16e siècle	
PA00079192	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Prez-sous-Lafauche	Champagne-Ardenne	52	Prez-sous-Lafauche	52407	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 21 novembre 1925	1925/11/21 : inscrit MH			
PA00079191	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Pressigny	Champagne-Ardenne	52	Pressigny	52406	Eglise		Propriété de la commune		Deux travées du choeur et chapelle du transept, avec leurs boiseries : inscription par arrêté du 1er février 1929	1929/02/01 : inscrit MH		13e siècle ; 16e siècle	
PA00079190	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Poulangy	Champagne-Ardenne	52	Poulangy	52401	Eglise		Propriété de la commune		Eglise : classement par arrêté du 18 mars 1913	1913/03/18 : classé MH		16e siècle	
PA00079189	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Poissons	Champagne-Ardenne	52	Poissons	52398	Eglise Saint-Aignan		propriété de la commune		Eglise : classement par arrêté du 9 juillet 1909	1909/07/09 : classé MH			
PA00079188	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Poissons	Champagne-Ardenne	52	Poissons	52398	Croix de chemin du 16s située à l'entrée du village	Joinville (route de)	Propriété de la commune		Croix de chemin du 16s : inscription par arrêté du 21 novembre 1925	1925/11/21 : inscrit MH			
PA00079187	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Poissons	Champagne-Ardenne	52	Poissons	52398	Château	Saint-Amand (rue de)	Propriété d'une personne privée		Totalité de l'aile Louis XIII (y compris la tour et la porterie) , de l'aile du 18s, de l'auditoire ; façades et toitures des communs ; pièce d'eau ; mur de clôture (cad. AB 23, 24, 27, 28) : inscription par arrêté du 2 juin 1986	1986/06/02 : inscrit MH		18e siècle	
PA00079186	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Poinson-lès-Fayl	Champagne-Ardenne	52	Poinson-lès-Fayl	52394	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 21 octobre 1925	1925/10/21 : inscrit MH		14e siècle ; 16e siècle	
PA00079185	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Poinson-lès-Fayl	Champagne-Ardenne	52	Poinson-lès-Fayl	52394	Croix du 16s située dans le cimetière		Propriété de la commune		Croix du 16s : inscription par arrêté du 1er février 1929	1929/02/01 : inscrit MH		16e siècle	
PA00079184	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Perthes	Champagne-Ardenne	52	Perthes	52386	Eglise Notre-Dame de la Nativité		propriété de la commune		Eglise : classement par arrêté du 9 juillet 1909	1909/07/09 : classé MH		4e quart 13e siècle	
PA00079183	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Perrogney-les-Fontaines	Champagne-Ardenne	52	Perrogney-les-Fontaines	52384	Croix située sur la route de Pierre-Fontaines		Propriété de la commune		Croix : inscription par arrêté du 21 novembre 1925	1925/11/21 : inscrit MH		14e siècle	
PA00079182	Recensement immeubles MH	Champagne-Ardenne ; Haute-Marne ; Perrancey-les-Vieux-Moulins	Champagne-Ardenne	52	Perrancey-les-Vieux-Moulins	52383	Croix du 16s située dans le cimetière de Vieux -Moulins		Propriété de la commune		Croix du 16s : inscription par arrêté du 30 octobre 1925	1925/10/30 : inscrit MH		16e siècle	
